brand,km_driven,fuel,owner,selling_price,brand_updated
Tata,100000,Diesel,Second Owner,45000,Tata
Renault,50000,Petrol,First Owner,270000,Renault
Hyundai,40000,Petrol,First Owner,550000,Hyundai
Renault,60000,Petrol,First Owner,235000,Renault
Hyundai,40000,Petrol,First Owner,600000,Hyundai
Honda,60000,Diesel,First Owner,525000,Honda
Maruti,90000,Diesel,First Owner,325000,Maruti
Maruti,90000,Diesel,First Owner,420000,Maruti
Maruti,60000,Petrol,Second Owner,229999,Maruti
Maruti,80000,Diesel,Fourth & Above Owner,375000,Maruti
Mahindra,120000,Diesel,First Owner,750000,Mahindra
Tata,40000,Petrol,First Owner,400000,Tata
Mahindra,91000,Diesel,First Owner,600000,Mahindra
Hyundai,80000,Petrol,Third Owner,110000,Hyundai
Maruti,73257,Petrol,First Owner,45000,Maruti
Mahindra,80000,Diesel,First Owner,722000,Mahindra
Tata,15000,Petrol,First Owner,500000,Tata
Hyundai,110000,Diesel,Second Owner,250000,Hyundai
Skoda,40000,Diesel,First Owner,950000,Skoda
Nissan,212000,Diesel,First Owner,375000,Nissan
Maruti,30000,Diesel,First Owner,780000,Maruti
Hyundai,30000,Petrol,First Owner,575000,Hyundai
Hyundai,30000,Petrol,Second Owner,563000,Hyundai
Tata,15000,Petrol,First Owner,450000,Tata
Toyota,1000,Diesel,First Owner,2300000,Toyota
Maruti,26320,Petrol,First Owner,80000,Maruti
Hyundai,135000,Diesel,Second Owner,320000,Hyundai
Honda,100000,Petrol,Third Owner,375000,Honda
Maruti,120000,Petrol,First Owner,400000,Maruti
Mahindra,230000,Diesel,First Owner,600000,Mahindra
Renault,60000,Petrol,Second Owner,315000,Renault
BMW,80000,Diesel,Second Owner,1100000,BMW
Maruti,190000,Diesel,Second Owner,350000,Maruti
Maruti,120000,Petrol,First Owner,375000,Maruti
Toyota,217000,Diesel,Second Owner,1050000,Toyota
Ford,90000,Diesel,Third Owner,130000,Ford
Maruti,29000,Petrol,First Owner,350000,Maruti
Hyundai,120000,CNG,Fourth & Above Owner,170000,Hyundai
Maruti,120000,Petrol,Third Owner,120000,Maruti
Mahindra,90000,Diesel,First Owner,819999,Mahindra
Hyundai,30000,Petrol,First Owner,700000,Hyundai
Maruti,30000,Petrol,Second Owner,451999,Maruti
Hyundai,56000,Petrol,Third Owner,500000,Hyundai
Toyota,90000,Diesel,First Owner,1250000,Toyota
Mahindra,120000,Diesel,First Owner,500000,Mahindra
Maruti,60000,Diesel,First Owner,490000,Maruti
Maruti,147000,Diesel,Second Owner,200000,Maruti
Maruti,35000,Petrol,First Owner,240000,Maruti
Hyundai,19500,Petrol,First Owner,655000,Hyundai
Hyundai,38426,Petrol,First Owner,620000,Hyundai
Maruti,35000,Petrol,Second Owner,450000,Maruti
Maruti,35000,Petrol,Second Owner,310000,Maruti
Maruti,50000,Petrol,Third Owner,150000,Maruti
Chevrolet,120000,Diesel,First Owner,180000,Chevrolet
Tata,120000,Diesel,First Owner,150000,Tata
Ford,112000,Diesel,Second Owner,160000,Ford
Mahindra,70000,Diesel,Third Owner,600000,Mahindra
Skoda,145000,Diesel,First Owner,380000,Skoda
Tata,135000,Diesel,First Owner,120000,Tata
Toyota,500000,Diesel,Second Owner,350000,Toyota
Tata,146000,Diesel,First Owner,135000,Tata
Hyundai,10000,Petrol,First Owner,610000,Hyundai
Volkswagen,50000,Diesel,First Owner,260000,Volkswagen
Hyundai,25000,Petrol,First Owner,500000,Hyundai
Renault,20000,Petrol,First Owner,220000,Renault
Honda,70000,Petrol,Second Owner,121000,Honda
Tata,50000,Diesel,First Owner,350000,Tata
Audi,25000,Diesel,Second Owner,2200000,Audi
Hyundai,100000,Diesel,Second Owner,280000,Hyundai
Tata,20000,Petrol,First Owner,919999,Tata
Hyundai,155000,Diesel,First Owner,320000,Hyundai
Ford,70000,Diesel,Fourth & Above Owner,140000,Ford
Maruti,25000,Diesel,Second Owner,310000,Maruti
Maruti,120000,Petrol,Second Owner,65000,Maruti
Chevrolet,90000,Diesel,First Owner,300000,Chevrolet
Jaguar,9000,Diesel,First Owner,2711000,Jaguar
Lexus,20000,Petrol,First Owner,5150000,Lexus
Jaguar,45000,Diesel,First Owner,3200000,Jaguar
Tata,110000,Diesel,First Owner,503000,Tata
Volvo,20000,Diesel,First Owner,3800000,Volvo
Toyota,68089,Petrol,First Owner,2000000,Toyota
Maruti,58343,Petrol,First Owner,225000,Maruti
Maruti,38817,Diesel,First Owner,740000,Maruti
Honda,56494,Petrol,First Owner,550000,Honda
Toyota,79328,Diesel,Second Owner,750000,Toyota
Maruti,5621,Petrol,First Owner,650000,Maruti
Toyota,25538,Petrol,First Owner,625000,Toyota
Maruti,69779,Petrol,First Owner,600000,Maruti
Hyundai,56290,Diesel,First Owner,450000,Hyundai
BMW,7500,Diesel,First Owner,5400000,BMW
BMW,8500,Diesel,First Owner,5500000,BMW
Honda,7032,Petrol,First Owner,779000,Honda
Skoda,11000,Petrol,First Owner,645000,Skoda
Volvo,2000,Diesel,First Owner,2475000,Volvo
Mahindra,110000,Diesel,Second Owner,575000,Mahindra
Tata,110000,Diesel,Second Owner,440000,Tata
Maruti,100000,Diesel,Second Owner,380000,Maruti
Tata,116700,Petrol,Fourth & Above Owner,140000,Tata
Tata,25000,Diesel,First Owner,475000,Tata
Mahindra,200000,Diesel,Third Owner,200000,Mahindra
Maruti,176062,Diesel,First Owner,400000,Maruti
Toyota,250000,Diesel,Third Owner,425000,Toyota
Hyundai,70000,Petrol,Second Owner,68000,Hyundai
Honda,82000,Diesel,First Owner,509999,Honda
Hyundai,80000,Petrol,First Owner,275000,Hyundai
Chevrolet,40000,Diesel,Second Owner,650000,Chevrolet
Jeep,14000,Diesel,First Owner,1850000,Jeep
Renault,129000,Diesel,First Owner,650000,Renault
Fiat,60000,Diesel,Second Owner,360000,Fiat
Volkswagen,82000,Diesel,First Owner,650000,Volkswagen
Land,77500,Diesel,Third Owner,2000000,Others
Chevrolet,50000,Diesel,Second Owner,675000,Chevrolet
Maruti,40000,Petrol,Third Owner,50000,Maruti
Maruti,39500,Petrol,First Owner,445000,Maruti
Hyundai,40000,Diesel,First Owner,750000,Hyundai
Maruti,56000,Diesel,Second Owner,425000,Maruti
Peugeot,110000,Diesel,Third Owner,57000,Others
Hyundai,54000,Diesel,First Owner,850000,Hyundai
Maruti,20000,Petrol,Second Owner,400000,Maruti
Tata,55896,Diesel,Second Owner,200000,Tata
Honda,35000,Diesel,First Owner,550000,Honda
Honda,97000,Petrol,Second Owner,250000,Honda
Maruti,120000,Petrol,Second Owner,206000,Maruti
Hyundai,50000,Petrol,First Owner,290000,Hyundai
Tata,30400,Petrol,Fourth & Above Owner,45000,Tata
Mahindra,15000,Diesel,First Owner,1200000,Mahindra
Nissan,110000,Diesel,Third Owner,220000,Nissan
Mercedes-Benz,120000,Diesel,Second Owner,515000,Mercedes-Benz
Maruti,100000,Petrol,First Owner,170000,Maruti
Maruti,120000,Diesel,Second Owner,260000,Maruti
Volkswagen,130000,Diesel,Second Owner,315000,Volkswagen
Maruti,76000,Petrol,Second Owner,225000,Maruti
Volkswagen,110000,Diesel,Third Owner,420000,Volkswagen
Mahindra,96000,Diesel,First Owner,525000,Mahindra
Maruti,90000,Diesel,First Owner,670000,Maruti
Nissan,110000,Diesel,Third Owner,220000,Nissan
Ford,25000,Diesel,First Owner,250000,Ford
Maruti,90000,Diesel,Second Owner,229999,Maruti
Maruti,164000,Diesel,Second Owner,229999,Maruti
Honda,120000,Petrol,Second Owner,300000,Honda
Maruti,66000,Petrol,Second Owner,165000,Maruti
Tata,250000,Diesel,First Owner,295000,Tata
Hyundai,157000,Diesel,Second Owner,360000,Hyundai
Hyundai,157000,Diesel,Second Owner,380000,Hyundai
Renault,35000,Petrol,First Owner,300000,Renault
Mahindra,100000,Diesel,Second Owner,320000,Mahindra
Datsun,70000,Petrol,Second Owner,325000,Datsun
Tata,30000,Diesel,Second Owner,160000,Tata
Mahindra,40000,Diesel,First Owner,630000,Mahindra
Maruti,5000,Petrol,First Owner,600000,Maruti
Maruti,30000,Petrol,Second Owner,229999,Maruti
Maruti,70000,Diesel,Second Owner,440000,Maruti
Chevrolet,60000,Petrol,Second Owner,90000,Chevrolet
Maruti,60000,Diesel,First Owner,750000,Maruti
Honda,80000,Petrol,Second Owner,330000,Honda
Maruti,70000,Diesel,Second Owner,715000,Maruti
Skoda,150000,Diesel,Second Owner,250000,Skoda
Maruti,150000,Petrol,Second Owner,120000,Maruti
Ford,25000,Petrol,Third Owner,100000,Ford
Skoda,35000,Diesel,Second Owner,850000,Skoda
Hyundai,48000,Diesel,First Owner,450000,Hyundai
Volkswagen,200000,Diesel,First Owner,240000,Volkswagen
Hyundai,90000,Petrol,Third Owner,30000,Hyundai
Maruti,135000,Diesel,First Owner,600000,Maruti
Chevrolet,110000,Diesel,Second Owner,280000,Chevrolet
Hyundai,146000,Diesel,Second Owner,465000,Hyundai
Maruti,44000,Petrol,First Owner,350000,Maruti
Hyundai,70000,Petrol,First Owner,325000,Hyundai
Tata,271000,Diesel,First Owner,50000,Tata
Maruti,120000,Petrol,Third Owner,110000,Maruti
Tata,80000,Diesel,First Owner,220000,Tata
Mahindra,60000,Diesel,First Owner,515000,Mahindra
Maruti,40000,Petrol,First Owner,750000,Maruti
Hyundai,25000,Petrol,First Owner,350000,Hyundai
Hyundai,15000,Petrol,First Owner,488999,Hyundai
Maruti,27000,Petrol,First Owner,300000,Maruti
Maruti,35000,Diesel,Second Owner,650000,Maruti
Maruti,40000,Petrol,First Owner,250000,Maruti
Maruti,40000,Petrol,Third Owner,200000,Maruti
Mahindra,75262,Diesel,First Owner,950000,Mahindra
Tata,120000,Diesel,First Owner,200000,Tata
Hyundai,60000,Petrol,First Owner,276000,Hyundai
Hyundai,40000,Petrol,First Owner,250000,Hyundai
Maruti,80000,Petrol,Second Owner,95000,Maruti
Tata,70000,Diesel,Second Owner,200000,Tata
Hyundai,100000,Diesel,Second Owner,450000,Hyundai
Mahindra,18000,Diesel,First Owner,900000,Mahindra
Tata,175000,Diesel,First Owner,200000,Tata
Hyundai,70000,Petrol,Second Owner,200000,Hyundai
Mahindra,91863,Diesel,Second Owner,370000,Mahindra
Tata,100000,Petrol,First Owner,250000,Tata
Renault,10000,Petrol,First Owner,290000,Renault
Maruti,35000,Diesel,First Owner,900000,Maruti
Ford,120000,Diesel,Second Owner,325000,Ford
Hyundai,30000,Petrol,First Owner,425000,Hyundai
Renault,60000,Petrol,First Owner,315000,Renault
Maruti,70000,Petrol,First Owner,300000,Maruti
Hyundai,70000,Petrol,Second Owner,325000,Hyundai
Hyundai,130000,Diesel,First Owner,900000,Hyundai
Hyundai,133000,Diesel,First Owner,950000,Hyundai
Volkswagen,120000,Diesel,Third Owner,320000,Volkswagen
Volkswagen,20000,Petrol,First Owner,500000,Volkswagen
Ford,25000,Petrol,First Owner,290000,Ford
Tata,90000,Petrol,First Owner,60000,Tata
Maruti,140000,Petrol,Third Owner,120000,Maruti
Honda,103000,Diesel,First Owner,850000,Honda
Toyota,23000,Diesel,First Owner,1750000,Toyota
Honda,128000,Diesel,First Owner,600000,Honda
Volkswagen,33000,Diesel,First Owner,620000,Volkswagen
Maruti,70000,Petrol,Second Owner,150000,Maruti
Hyundai,40000,Petrol,Fourth & Above Owner,150000,Hyundai
Tata,40000,Petrol,Fourth & Above Owner,135000,Tata
Tata,80000,Diesel,First Owner,200000,Tata
Maruti,70000,Diesel,First Owner,730000,Maruti
Toyota,100000,Diesel,First Owner,800000,Toyota
Mahindra,90000,Diesel,Second Owner,300000,Mahindra
Ford,112000,Diesel,Second Owner,190000,Ford
Honda,50000,Petrol,First Owner,350000,Honda
Hyundai,62000,Diesel,Second Owner,509999,Hyundai
Maruti,90000,Diesel,First Owner,400000,Maruti
Toyota,80000,Diesel,First Owner,800000,Toyota
Tata,50000,Diesel,First Owner,250000,Tata
Hyundai,47552,Diesel,Second Owner,930000,Hyundai
Maruti,40000,Diesel,Second Owner,720000,Maruti
Ford,15000,Petrol,First Owner,225000,Ford
Ford,20000,Diesel,First Owner,950000,Ford
Hyundai,52000,Petrol,First Owner,530000,Hyundai
Hyundai,70000,Petrol,First Owner,470000,Hyundai
Mahindra,110000,Diesel,First Owner,650000,Mahindra
Tata,77500,Diesel,Second Owner,540000,Tata
Maruti,100000,Diesel,Second Owner,459999,Maruti
Renault,14700,Petrol,First Owner,325000,Renault
Maruti,40000,Petrol,First Owner,240000,Maruti
Mahindra,32000,Petrol,Second Owner,400000,Mahindra
Maruti,70000,Petrol,Second Owner,70000,Maruti
Maruti,80000,Petrol,First Owner,250000,Maruti
Toyota,80000,Diesel,Second Owner,910000,Toyota
Maruti,25000,Diesel,First Owner,720000,Maruti
Maruti,50000,Diesel,First Owner,590000,Maruti
Chevrolet,120000,Diesel,First Owner,434000,Chevrolet
Mahindra,170000,Diesel,First Owner,145000,Mahindra
Mahindra,19700,Petrol,First Owner,445000,Mahindra
Hyundai,70000,LPG,First Owner,191000,Hyundai
Ford,50000,Diesel,Fourth & Above Owner,372000,Ford
Maruti,90000,Petrol,Second Owner,65000,Maruti
Hyundai,60000,Petrol,Third Owner,150000,Hyundai
Ford,140000,Diesel,First Owner,300000,Ford
Mahindra,120000,Diesel,Third Owner,125000,Mahindra
Tata,40000,Petrol,First Owner,520000,Tata
Maruti,70000,Petrol,Third Owner,190000,Maruti
Datsun,7000,Petrol,First Owner,310000,Datsun
Toyota,90000,Diesel,First Owner,750000,Toyota
Mahindra,110000,Diesel,First Owner,750000,Mahindra
Maruti,15000,Petrol,First Owner,350000,Maruti
Maruti,5000,Petrol,First Owner,360000,Maruti
Renault,5000,Petrol,First Owner,285000,Renault
Maruti,70000,Petrol,Second Owner,160000,Maruti
Datsun,60000,Petrol,Second Owner,229999,Datsun
Maruti,120000,Petrol,Third Owner,85000,Maruti
Datsun,7000,Petrol,First Owner,300000,Datsun
Mahindra,120000,Diesel,First Owner,675000,Mahindra
Mahindra,145241,Diesel,First Owner,700000,Mahindra
Mahindra,110000,Diesel,First Owner,400000,Mahindra
Renault,30000,Petrol,Third Owner,254999,Renault
Mahindra,80000,Diesel,Second Owner,1050000,Mahindra
Maruti,100000,Diesel,First Owner,390000,Maruti
Toyota,80000,Diesel,First Owner,450000,Toyota
Toyota,40000,Diesel,Second Owner,1630000,Toyota
Maruti,50000,Diesel,First Owner,725000,Maruti
Tata,95500,Diesel,Second Owner,466000,Tata
Ford,40000,Petrol,Second Owner,370000,Ford
Maruti,70000,Petrol,Third Owner,150000,Maruti
Maruti,15000,Petrol,First Owner,483000,Maruti
Hyundai,10000,Petrol,First Owner,470000,Hyundai
Maruti,25000,Diesel,First Owner,950000,Maruti
Hyundai,50000,Petrol,Third Owner,450000,Hyundai
Toyota,70000,Petrol,First Owner,345000,Toyota
Maruti,60000,Petrol,First Owner,300000,Maruti
Maruti,74800,Petrol,Second Owner,160000,Maruti
Maruti,80000,Petrol,Second Owner,120000,Maruti
Tata,40000,Petrol,First Owner,500000,Tata
Mahindra,40000,Diesel,First Owner,1350000,Mahindra
Hyundai,50000,Diesel,First Owner,455000,Hyundai
Hyundai,45000,Petrol,Second Owner,165000,Hyundai
Maruti,23700,Petrol,First Owner,470000,Maruti
Maruti,23700,Petrol,First Owner,470000,Maruti
Jeep,10000,Petrol,First Owner,1520000,Jeep
Maruti,53473,Petrol,First Owner,229999,Maruti
Mahindra,100000,Diesel,Second Owner,250000,Mahindra
Mahindra,25000,Diesel,First Owner,1350000,Mahindra
Hyundai,80000,Petrol,First Owner,220000,Hyundai
Hyundai,120000,Diesel,First Owner,360000,Hyundai
Maruti,40000,Petrol,First Owner,350000,Maruti
Hyundai,70000,Diesel,First Owner,500000,Hyundai
Chevrolet,90000,Diesel,Third Owner,145000,Chevrolet
Chevrolet,51000,Petrol,First Owner,300000,Chevrolet
Tata,87000,Diesel,First Owner,180000,Tata
Hyundai,87000,Petrol,Second Owner,180000,Hyundai
Mahindra,120000,Diesel,Second Owner,200000,Mahindra
Maruti,40000,Diesel,First Owner,530000,Maruti
Renault,90000,Diesel,Second Owner,620000,Renault
Toyota,110000,Petrol,Third Owner,360000,Toyota
Hyundai,86000,Petrol,Second Owner,245000,Hyundai
Maruti,120000,Diesel,First Owner,370000,Maruti
Ford,80000,Petrol,Third Owner,130000,Ford
Maruti,65000,Petrol,Fourth & Above Owner,70000,Maruti
Maruti,70000,Petrol,Fourth & Above Owner,70000,Maruti
Ford,140000,Diesel,Second Owner,650000,Ford
Maruti,18000,Petrol,First Owner,610000,Maruti
Maruti,24000,Petrol,First Owner,300000,Maruti
Hyundai,60000,Diesel,First Owner,425000,Hyundai
Hyundai,150000,Diesel,Third Owner,450000,Hyundai
Hyundai,108000,Diesel,First Owner,450000,Hyundai
Hyundai,60000,Petrol,Third Owner,340000,Hyundai
Maruti,90000,Diesel,First Owner,650000,Maruti
Tata,70000,Diesel,First Owner,160000,Tata
Tata,120000,Diesel,First Owner,250000,Tata
Chevrolet,100000,Diesel,Third Owner,225000,Chevrolet
Tata,75958,Diesel,Second Owner,55000,Tata
Maruti,70000,Petrol,Third Owner,42000,Maruti
Tata,100000,Diesel,Second Owner,250000,Tata
Hyundai,128000,Diesel,Fourth & Above Owner,282000,Hyundai
Tata,110000,Diesel,Third Owner,80000,Tata
Maruti,40000,Petrol,First Owner,500000,Maruti
Ford,70000,Diesel,First Owner,500000,Ford
Maruti,60000,Diesel,First Owner,400000,Maruti
Mahindra,90000,Diesel,First Owner,550000,Mahindra
Tata,70000,Diesel,Second Owner,200000,Tata
Hyundai,65000,Petrol,First Owner,280000,Hyundai
Maruti,88000,Diesel,First Owner,580000,Maruti
Tata,80000,Diesel,Third Owner,100000,Tata
Mahindra,60000,Diesel,First Owner,550000,Mahindra
Mahindra,38000,Diesel,First Owner,700000,Mahindra
Tata,80000,Petrol,Third Owner,150000,Tata
Hyundai,60000,Petrol,Second Owner,190000,Hyundai
Mahindra,110000,Diesel,First Owner,500000,Mahindra
Maruti,110000,Diesel,First Owner,640000,Maruti
Skoda,145000,Diesel,First Owner,340000,Skoda
Hyundai,43000,Diesel,First Owner,811000,Hyundai
Maruti,120000,Diesel,First Owner,409999,Maruti
Maruti,136000,Petrol,Second Owner,220000,Maruti
Tata,120000,Diesel,Second Owner,170000,Tata
Hyundai,25000,Petrol,First Owner,700000,Hyundai
Mahindra,80000,Diesel,Second Owner,950000,Mahindra
Hyundai,40000,Petrol,Second Owner,80000,Hyundai
Jaguar,9000,Diesel,First Owner,2711000,Jaguar
Lexus,20000,Petrol,First Owner,5150000,Lexus
Jaguar,45000,Diesel,First Owner,3200000,Jaguar
Tata,110000,Diesel,First Owner,503000,Tata
Volvo,20000,Diesel,First Owner,3800000,Volvo
Toyota,68089,Petrol,First Owner,2000000,Toyota
Maruti,58343,Petrol,First Owner,225000,Maruti
Maruti,38817,Diesel,First Owner,740000,Maruti
Honda,56494,Petrol,First Owner,550000,Honda
Toyota,79328,Diesel,Second Owner,750000,Toyota
Maruti,5621,Petrol,First Owner,650000,Maruti
Toyota,25538,Petrol,First Owner,625000,Toyota
Maruti,69779,Petrol,First Owner,600000,Maruti
Hyundai,56290,Diesel,First Owner,450000,Hyundai
BMW,7500,Diesel,First Owner,5400000,BMW
BMW,8500,Diesel,First Owner,5500000,BMW
Honda,7032,Petrol,First Owner,779000,Honda
Skoda,11000,Petrol,First Owner,645000,Skoda
Volvo,2000,Diesel,First Owner,2475000,Volvo
Maruti,120000,Diesel,Second Owner,420000,Maruti
Maruti,35000,Diesel,First Owner,899000,Maruti
Datsun,35000,Petrol,First Owner,459999,Datsun
Hyundai,120000,Diesel,Second Owner,150000,Hyundai
Renault,25000,Petrol,First Owner,350000,Renault
Toyota,100000,Diesel,Second Owner,509999,Toyota
Mahindra,120000,Diesel,Third Owner,500000,Mahindra
Tata,35000,Petrol,First Owner,370000,Tata
Maruti,44000,Petrol,Second Owner,240000,Maruti
Hyundai,100000,Diesel,Second Owner,530000,Hyundai
Mahindra,133000,Diesel,Second Owner,1000000,Mahindra
Toyota,35000,Diesel,Second Owner,1600000,Toyota
Hyundai,64000,Petrol,First Owner,350000,Hyundai
Mahindra,70000,Diesel,First Owner,1100000,Mahindra
Hyundai,70000,Petrol,First Owner,220000,Hyundai
Hyundai,100000,Petrol,First Owner,350000,Hyundai
Maruti,90000,Diesel,Second Owner,370000,Maruti
Maruti,50000,Petrol,First Owner,220000,Maruti
Chevrolet,80000,Diesel,First Owner,200000,Chevrolet
Mahindra,50000,Diesel,First Owner,400000,Mahindra
Fiat,55000,Petrol,First Owner,150000,Fiat
Toyota,40000,Petrol,First Owner,1500000,Toyota
Maruti,70000,Petrol,Second Owner,130000,Maruti
Maruti,80000,Petrol,Second Owner,185000,Maruti
Hyundai,80000,Petrol,Second Owner,110000,Hyundai
Mahindra,120000,Diesel,First Owner,450000,Mahindra
Hyundai,20000,Petrol,Second Owner,500000,Hyundai
Ford,31596,Petrol,First Owner,570000,Ford
Mahindra,85710,Diesel,First Owner,650000,Mahindra
Toyota,129627,Diesel,First Owner,1680000,Toyota
Datsun,10000,Petrol,First Owner,250000,Datsun
Hyundai,15000,Petrol,First Owner,320000,Hyundai
Maruti,35000,Petrol,First Owner,440000,Maruti
Hyundai,49000,Petrol,Second Owner,315000,Hyundai
Hyundai,70000,Petrol,Third Owner,100000,Hyundai
Tata,158000,Diesel,First Owner,202999,Tata
Hyundai,30000,Petrol,Second Owner,179000,Hyundai
Hyundai,60000,Petrol,Second Owner,140000,Hyundai
Maruti,40000,Petrol,Second Owner,150000,Maruti
Mahindra,60000,Diesel,Second Owner,440000,Mahindra
Ford,55130,Diesel,Second Owner,250000,Ford
Maruti,22000,Petrol,First Owner,330000,Maruti
Ford,48000,Petrol,First Owner,250000,Ford
Hyundai,45000,Petrol,First Owner,335000,Hyundai
Mahindra,22522,Diesel,First Owner,1025000,Mahindra
Hyundai,51856,Petrol,Third Owner,320000,Hyundai
Maruti,29434,Petrol,First Owner,550000,Maruti
Honda,25000,Diesel,First Owner,800000,Honda
Tata,28000,Petrol,Second Owner,380000,Tata
Renault,44500,Diesel,Second Owner,400000,Renault
Maruti,34500,Petrol,First Owner,375000,Maruti
Honda,20000,Petrol,First Owner,1100000,Honda
Hyundai,15000,Petrol,First Owner,650000,Hyundai
Nissan,26000,Petrol,First Owner,361000,Nissan
Hyundai,20000,Petrol,First Owner,140000,Hyundai
Hyundai,3000,Petrol,First Owner,550000,Hyundai
Honda,20000,Petrol,First Owner,670000,Honda
Maruti,25000,Diesel,First Owner,880000,Maruti
Ford,35000,Diesel,First Owner,950000,Ford
Chevrolet,60000,Diesel,First Owner,300000,Chevrolet
Honda,6825,Petrol,First Owner,1150000,Honda
Chevrolet,155000,Diesel,First Owner,450000,Chevrolet
Maruti,50000,CNG,First Owner,375000,Maruti
Maruti,13500,Petrol,First Owner,600000,Maruti
Toyota,260000,Diesel,First Owner,700000,Toyota
Hyundai,65000,Diesel,First Owner,600000,Hyundai
Mahindra,95000,Diesel,Second Owner,630000,Mahindra
Maruti,40000,Petrol,Second Owner,590000,Maruti
Hyundai,30000,Petrol,First Owner,420000,Hyundai
Mitsubishi,120000,Diesel,First Owner,1950000,Mitsubishi
Tata,112011,Diesel,First Owner,541000,Tata
Toyota,125000,Diesel,First Owner,900000,Toyota
Toyota,125000,Diesel,First Owner,900000,Toyota
Tata,43000,Diesel,First Owner,250000,Tata
Mahindra,53534,Diesel,First Owner,670000,Mahindra
Tata,20000,Petrol,First Owner,530000,Tata
Chevrolet,70000,Diesel,Second Owner,150000,Chevrolet
Mahindra,70000,Diesel,Third Owner,550000,Mahindra
Mahindra,150000,Diesel,First Owner,650000,Mahindra
Tata,100000,Diesel,Second Owner,180000,Tata
Mahindra,50000,Diesel,First Owner,585000,Mahindra
Hyundai,120000,Petrol,Second Owner,345000,Hyundai
Maruti,110000,Diesel,Third Owner,350000,Maruti
Honda,140000,Petrol,First Owner,725000,Honda
Tata,120000,Diesel,First Owner,250000,Tata
Maruti,70000,Petrol,Second Owner,45000,Maruti
Toyota,248119,Diesel,Fourth & Above Owner,409999,Toyota
Renault,16500,Petrol,Second Owner,325000,Renault
Maruti,9900,Petrol,First Owner,350000,Maruti
Maruti,80000,Petrol,Third Owner,180000,Maruti
Fiat,100000,Petrol,Second Owner,150000,Fiat
Maruti,20000,Petrol,First Owner,700000,Maruti
Maruti,90000,Diesel,First Owner,795000,Maruti
Mahindra,15000,Diesel,First Owner,950000,Mahindra
Volkswagen,75000,Diesel,First Owner,885000,Volkswagen
Maruti,140000,Diesel,First Owner,160000,Maruti
Hyundai,120000,Diesel,Second Owner,300000,Hyundai
Volkswagen,75000,Diesel,First Owner,950000,Volkswagen
Maruti,90000,Diesel,First Owner,549000,Maruti
Audi,20000,Diesel,First Owner,3000000,Audi
Toyota,61000,Diesel,First Owner,1200000,Toyota
Renault,100000,Diesel,Second Owner,570000,Renault
Mahindra,60000,Diesel,Second Owner,800000,Mahindra
Hyundai,100000,Diesel,First Owner,375000,Hyundai
Mahindra,170000,Diesel,Third Owner,300000,Mahindra
Toyota,100000,Petrol,Second Owner,350000,Toyota
Mahindra,120000,Diesel,Second Owner,400000,Mahindra
Volkswagen,50000,Diesel,First Owner,434999,Volkswagen
Toyota,120000,Petrol,Second Owner,200000,Toyota
Maruti,25000,Petrol,First Owner,260000,Maruti
Maruti,24019,Diesel,First Owner,450000,Maruti
Hyundai,80000,Diesel,Second Owner,459999,Hyundai
Maruti,100000,Diesel,Second Owner,210000,Maruti
Maruti,93000,Petrol,Second Owner,540000,Maruti
Maruti,50000,Diesel,First Owner,710000,Maruti
Maruti,22000,Petrol,First Owner,285000,Maruti
Hyundai,19600,Diesel,First Owner,990000,Hyundai
Tata,104000,Petrol,First Owner,362000,Tata
Ford,33000,Diesel,First Owner,880000,Ford
Mahindra,60000,Diesel,First Owner,700000,Mahindra
Mahindra,60000,Diesel,First Owner,600000,Mahindra
Nissan,40000,Petrol,First Owner,700000,Nissan
Tata,60000,Diesel,First Owner,400000,Tata
Hyundai,80000,LPG,First Owner,165000,Hyundai
Toyota,376412,Diesel,Second Owner,350000,Toyota
Maruti,80000,Petrol,Third Owner,425000,Maruti
Hyundai,70000,Petrol,First Owner,180000,Hyundai
Maruti,90000,Petrol,Third Owner,170000,Maruti
Mahindra,183000,Diesel,First Owner,370000,Mahindra
Maruti,27000,Diesel,First Owner,800000,Maruti
Ford,35000,Diesel,First Owner,900000,Ford
Maruti,120000,Diesel,First Owner,390000,Maruti
Maruti,80000,Diesel,Second Owner,445000,Maruti
Maruti,70000,Diesel,Fourth & Above Owner,459999,Maruti
Maruti,55000,LPG,First Owner,275000,Maruti
Maruti,120000,Diesel,Second Owner,200000,Maruti
Maruti,72000,Petrol,Second Owner,350000,Maruti
Tata,120000,Diesel,Second Owner,95000,Tata
Toyota,250000,Diesel,First Owner,550000,Toyota
Chevrolet,100000,Diesel,First Owner,900000,Chevrolet
Tata,120000,Diesel,Second Owner,350000,Tata
Nissan,50000,Petrol,First Owner,325000,Nissan
Hyundai,32000,Petrol,First Owner,455999,Hyundai
Maruti,60000,Petrol,First Owner,129000,Maruti
Maruti,40000,Petrol,First Owner,254000,Maruti
Ford,48000,Diesel,First Owner,570000,Ford
Nissan,30000,Diesel,First Owner,840000,Nissan
Tata,100000,Diesel,Second Owner,235000,Tata
Mahindra,50000,Diesel,First Owner,700000,Mahindra
Hyundai,40000,Petrol,Second Owner,140000,Hyundai
Hyundai,5000,Petrol,First Owner,528000,Hyundai
Jeep,12000,Diesel,First Owner,1500000,Jeep
Mahindra,72000,Diesel,First Owner,560000,Mahindra
Mahindra,70000,Diesel,First Owner,600000,Mahindra
